iter	Passed	Remaining
261	5185	14606
262	5203	14582
263	5221	14558
264	5242	14541
265	5260	14516
266	5279	14493
267	5297	14468
268	5314	14443
269	5334	14423
270	5353	14401
271	5371	14377
272	5390	14356
273	5410	14335
274	5429	14313
275	5449	14294
276	5470	14277
277	5488	14254
278	5505	14227
279	5525	14208
280	5543	14183
281	5564	14168
282	5584	14149
283	5602	14124
284	5623	14108
285	5641	14083
286	5661	14063
287	5681	14045
288	5703	14031
289	5724	14013
290	5746	14000
291	5764	13977
292	5782	13953
293	5799	13927
294	5817	13903
295	5835	13879
296	5853	13854
297	5874	13838
298	5892	13814
299	5912	13795
300	5933	13778
301	5956	13766
302	5975	13745
303	5996	13729
304	6018	13714
305	6036	13689
306	6055	13668
307	6073	13645
308	6091	13622
309	6109	13598
310	6127	13576
311	6148	13557
312	6167	13536
313	6187	13518
314	6212	13510
315	6233	13493
316	6252	13471
317	6270	13449
318	6288	13423
319	6304	13397
320	6323	13375
321	6340	13351
322	6359	13329
323	6381	13314
324	6398	13289
325	6418	13270
326	6435	13245
327	6455	13225
328	6473	13201
329	6492	13181
330	6514	13166
331	6534	13148
332	6556	13132
333	6573	13107
334	6592	13086
335	6610	13064
336	6627	13039
337	6648	13021
338	6664	12995
339	6685	12977
340	6701	12951
341	6720	12929
342	6738	12907
343	6759	12890
344	6777	12867
345	6800	12855
346	6823	12841
347	6842	12820
348	6860	12797
349	6883	12783
350	6905	12768
351	6923	12745
352	6942	12724
353	6962	12706
354	6981	12684
355	6999	12661
356	7016	12637
357	7036	12618
358	7055	12597
359	7075	12579
360	7098	12564
361	7117	12543
362	7140	12529
363	7158	12507
364	7178	12488
365	7196	12465
366	7216	12447
367	7236	12428
368	7258	12412
369	7276	12390
370	7297	12372
371	7321	12360
372	7344	12345
373	7364	12326
374	7382	12304
375	7405	12290
376	7430	12278
377	7452	12263
378	7475	12248
379	7494	12228
380	7512	12205
381	7534	12190
382	7563	12184
383	7613	12214
384	7634	12194
385	7653	12174
386	7677	12160
387	7697	12141
388	7719	12125
389	7739	12104
390	7758	12084
391	7789	12081
392	7836	12103
393	7863	12094
394	7893	12089
395	7916	12075
396	7937	12056
397	7961	12042
398	7979	12018
399	8003	12004
400	8028	11992
401	8046	11969
402	8066	11950
403	8085	11927
404	8107	11911
405	8124	11887
406	8143	11865
407	8162	11844
408	8185	11827
409	8207	11811
410	8227	11790
411	8250	11775
412	8267	11750
413	8289	11733
414	8308	11711
415	8325	11688
416	8427	11782
417	8474	11799
418	8522	11816
419	8554	11813
420	8578	11797
421	8601	11781
422	8621	11760
423	8640	11738
424	8660	11716
425	8677	11691
426	8699	11673
427	8721	11655
428	8742	11636
429	8761	11614
430	8779	11590
431	8800	11571
432	8820	11549
433	8837	11525
434	8857	11504
435	8875	11481
436	8896	11461
437	8920	11446
438	8943	11428
439	8967	11412
440	8988	11393
441	9009	11374
442	9029	11353
443	9046	11329
444	9065	11306
445	9084	11284
446	9102	11261
447	9122	11240
448	9145	11222
449	9165	11201
450	9185	11180
451	9205	11161
452	9223	11137
453	9239	11112
454	9260	11092
455	9280	11071
456	9308	11060
457	9330	11041
458	9347	11017
459	9371	11001
460	9397	10987
461	9418	10968
462	9446	10956
463	9529	11008
464	9579	11021
465	9600	11001
466	9618	10977
467	9637	10955
468	9654	10930
469	9672	10907
470	9688	10881
471	9706	10858
472	9729	10839
473	9750	10820
474	9769	10797
475	9787	10774
476	9806	10751
477	9826	10731
478	9845	10708
479	9866	10688
480	9887	10668
481	9905	10645
482	9932	10632
483	9959	10618
484	9987	10604
485	10016	10594
486	10047	10583
487	10072	10568
488	10092	10546
489	10119	10533
490	10148	10520
491	10175	10506
492	10194	10483
493	10219	10467
494	10245	10452
495	10265	10430
496	10292	10416
497	10317	10399
498	10340	10381
499	10361	10361
500	10382	10340
501	10399	10316
502	10419	10295
503	10437	10271
504	10456	10249
505	10478	10230
506	10499	10209
507	10517	10185
508	10535	10163
509	10557	10143
510	10574	10119
511	10595	10099
512	10614	10076
513	10632	10053
514	10651	10031
515	10672	10010
516	10693	9990
517	10711	9967
518	10727	9941
519	10748	9922
520	10767	9899
521	10785	9876
522	10811	9860
523	10835	9842
524	10855	9821
525	10884	9808
526	10908	9790
527	10934	9774
528	10953	9752
529	10975	9733
530	11001	9717
531	11021	9695
532	11049	9681
533	11073	9663
534	11104	9651
535	11134	9638
536	11156	9619
537	11184	9604
538	11208	9586
539	11233	9569
540	11256	9550
541	11278	9530
542	11299	9509
543	11318	9487
544	11339	9466
545	11360	9446
546	11379	9423
547	11399	9402
548	11418	9380
549	11440	9360
550	11457	9336
551	11475	9313
552	11493	9290
553	11511	9267
554	11530	9245
555	11549	9222
556	11569	9201
557	11592	9182
558	11611	9160
559	11632	9139
560	11650	9116
561	11669	9094
562	11685	9070
563	11705	9048
564	11726	9028
565	11747	9007
566	11766	8985
567	11785	8963
568	11803	8940
569	11821	8918
570	11837	8893
571	11854	8870
572	11872	8847
573	11890	8824
574	11907	8801
575	11923	8777
576	11940	8753
577	11957	8730
578	11977	8708
579	11999	8689
580	12018	8667
581	12035	8644
582	12057	8624
583	12078	8603
584	12096	8580
585	12117	8560
586	12138	8540
587	12157	8518
588	12175	8496
589	12194	8473
590	12213	8452
591	12231	8429
592	12253	8410
593	12302	8408
594	12326	8390
595	12344	8367
596	12363	8345
597	12380	8322
598	12399	8300
599	12416	8277
600	12437	8257
601	12456	8235
602	12480	8216
603	12498	8194
604	12515	8171
605	12534	8149
606	12555	8128
607	12576	8108
608	12630	8109
609	12801	8184
610	12830	8168
611	12867	8157
612	12919	8156
613	12948	8140
614	12981	8126
615	13006	8107
616	13031	8089
617	13049	8066
618	13070	8044
619	13093	8025
620	13115	8004
621	13134	7981
622	13151	7958
623	13172	7937
624	13189	7913
625	13206	7890
626	13224	7866
627	13243	7844
628	13267	7825
629	13284	7802
630	13306	7781
631	13326	7759
632	13347	7738
633	13369	7717
634	13391	7697
635	13410	7675
636	13427	7651
637	13451	7632
638	13475	7612
639	13496	7591
640	13522	7573
641	13552	7557
642	13582	7540
643	13602	7519
644	13627	7500
645	13652	7481
646	13676	7462
647	13695	7439
648	13722	7421
649	13750	7404
650	13780	7387
651	13798	7364
652	13822	7345
653	13848	7326
654	13876	7309
655	13893	7285
656	13920	7267
657	13947	7249
658	13971	7229
659	13994	7209
660	14019	7190
661	14040	7168
662	14061	7147
663	14087	7128
664	14118	7112
665	14142	7092
666	14171	7075
667	14190	7052
668	14217	7034
669	14246	7016
670	14272	6998
671	14290	6975
672	14318	6956
673	14344	6938
674	14372	6920
675	14392	6898
676	14421	6880
677	14447	6861
678	14472	6841
679	14495	6821
680	14512	6798
681	14532	6776
682	14557	6756
683	14575	6733
684	14596	6712
685	14615	6690
686	14633	6666
687	14652	6644
688	14675	6624
689	14692	6601
690	14712	6579
691	14734	6557
692	14751	6534
693	14774	6514
694	14798	6494
695	14821	6473
696	14842	6452
697	14859	6429
698	14878	6407
699	14901	6386
700	14925	6366
701	14945	6344
702	14969	6324
703	14992	6303
704	15018	6284
705	15045	6265
706	15075	6247
707	15099	6227
708	15117	6204
709	15141	6184
710	15166	6164
711	15189	6144
712	15208	6121
713	15229	6100
714	15253	6080
715	15272	6057
716	15298	6038
717	15424	6058
718	15487	6052
719	15514	6033
720	15559	6021
721	15619	6014
722	15648	5995
723	15681	5978
724	15708	5958
725	15727	5935
726	15750	5914
727	15767	5891
728	15787	5868
729	15804	5845
730	15820	5821
731	15840	5799
732	15861	5777
733	15881	5755
734	15901	5733
735	15920	5710
736	15942	5689
737	15967	5668
738	15984	5645
739	16003	5622
740	16020	5599
741	16040	5577
742	16059	5554
743	16078	5532
744	16098	5510
745	16117	5487
746	16139	5466
747	16158	5443
748	16175	5420
749	16196	5398
750	16211	5375
751	16352	5392
752	16374	5371
753	16399	5350
754	16418	5327
755	16444	5307
756	16463	5284
757	16481	5261
758	16500	5239
759	16518	5216
760	16535	5193
761	16552	5169
762	16571	5147
763	16588	5124
764	16608	5102
765	16624	5078
766	16646	5056
767	16664	5033
768	16681	5011
769	16700	4988
770	16725	4967
771	16784	4957
772	16806	4935
773	16822	4912
774	16842	4889
775	16860	4866
776	16877	4843
777	16896	4821
778	16917	4799
779	16936	4776
780	16958	4755
781	16975	4732
782	16993	4709
783	17010	4686
784	17032	4664
785	17054	4643
786	17073	4620
787	17093	4598
788	17112	4576
789	17130	4553
790	17152	4531
791	17174	4510
792	17191	4487
793	17212	4465
794	17233	4443
795	17251	4421
796	17268	4398
797	17287	4375
798	17307	4353
799	17324	4331
800	17343	4308
801	17366	4287
802	17385	4265
803	17405	4243
804	17423	4220
805	17440	4197
806	17460	4175
807	17482	4154
808	17504	4132
809	17521	4110
810	17540	4087
811	17559	4065
812	17576	4042
813	17595	4020
814	17614	3998
815	17631	3975
816	17648	3953
817	17669	3931
818	17689	3909
819	17706	3886
820	17743	3868
821	17796	3853
822	17821	3832
823	17848	3812
824	17877	3792
825	17904	3771
826	17926	3750
827	17955	3729
828	17982	3709
829	18011	3689
830	18031	3667
831	18056	3645
832	18077	3624
833	18098	3602
834	18120	3580
835	18142	3559
836	18162	3536
837	18180	3514
838	18201	3492
839	18223	3471
840	18241	3448
841	18264	3427
842	18287	3405
843	18305	3383
844	18328	3361
845	18346	3339
846	18367	3317
847	18390	3296
848	18408	3274
849	18428	3252
850	18449	3230
851	18466	3207
852	18488	3186
853	18505	3163
854	18524	3141
855	18543	3119
856	18569	3098
857	18598	3078
858	18621	3056
859	18643	3034
860	18665	3013
861	18684	2991
862	18702	2969
863	18725	2947
864	18746	2925
865	18765	2903
866	18783	2881
867	18804	2859
868	18825	2837
869	18848	2816
870	18869	2794
871	18887	2772
872	18909	2750
873	18934	2729
874	18959	2708
875	18982	2686
876	19009	2666
877	19033	2644
878	19062	2624
879	19084	2602
880	19106	2580
881	19134	2559
882	19157	2538
883	19176	2516
884	19205	2495
885	19234	2474
886	19258	2453
887	19278	2431
888	19303	2410
889	19329	2389
890	19353	2367
891	19376	2346
892	19401	2324
893	19425	2303
894	19445	2281
895	19469	2259
896	19492	2238
897	19520	2217
898	19541	2195
899	19561	2173
900	19584	2151
901	19606	2130
902	19628	2108
903	19651	2086
904	19668	2064
905	19695	2043
906	19719	2021
907	19741	2000
908	19768	1978
909	19793	1957
910	19812	1935
911	19831	1913
912	19849	1891
913	19872	1869
914	19894	1848
915	19913	1826
916	19932	1804
917	19951	1782
918	19971	1760
919	19991	1738
920	20019	1717
921	20038	1695
922	20059	1673
923	20089	1652
924	20113	1630
925	20137	1609
926	20165	1588
927	20188	1566
928	20209	1544
929	20232	1522
930	20255	1501
931	20281	1479
932	20299	1457
933	20324	1436
934	20352	1414
935	20372	1393
936	20391	1371
937	20417	1349
938	20440	1327
939	20460	1305
940	20489	1284
941	20512	1262
942	20539	1241
943	20561	1219
944	20587	1198
945	20615	1176
946	20637	1155
947	20662	1133
948	20684	1111
949	20712	1090
950	20739	1068
951	20763	1046
952	20787	1025
953	20810	1003
954	20829	981
955	20854	959
956	20878	938
957	20900	916
958	20922	894
959	20950	872
960	20972	851
961	20991	829
962	21016	807
963	21036	785
964	21054	763
965	21074	741
966	21091	719
967	21108	697
968	21128	675
969	21150	654
970	21172	632
971	21193	610
972	21213	588
973	21230	566
974	21246	544
975	21269	523
976	21286	501
977	21309	479
978	21326	457
979	21346	435
980	21368	413
981	21389	392
982	21410	370
983	21432	348
984	21455	326
985	21476	304
986	21495	283
987	21515	261
988	21536	239
989	21557	217
990	21579	195
991	21602	174
992	21622	152
993	21646	130
994	21669	108
995	21688	87
996	21711	65
997	21738	43
998	21761	21
999	21782	0
