iter	Logloss
454	0.3293897754
455	0.3293032347
456	0.3292377712
457	0.3292125133
458	0.329141342
459	0.3291104803
460	0.3290550933
461	0.3289832464
462	0.3289360677
463	0.3288743513
464	0.3286578133
465	0.3286179382
466	0.3285688997
467	0.3284801853
468	0.3284428139
469	0.3283614937
470	0.3282840965
471	0.3282365373
472	0.328169598
473	0.3280835911
474	0.3280079323
475	0.3279467235
476	0.3278546984
477	0.3278165378
478	0.3277430717
479	0.3276853217
480	0.3276743806
481	0.3276079216
482	0.3275185613
483	0.3273210338
484	0.3272239765
485	0.3271114176
486	0.327060534
487	0.3270021924
488	0.3269423555
489	0.3268994995
490	0.3268733158
491	0.3267745105
492	0.3267391656
493	0.3267249521
494	0.3266466303
495	0.3265547595
496	0.3265390639
497	0.3264510077
498	0.3263897641
499	0.3263184744
500	0.3262308027
501	0.3261786617
502	0.3261491138
503	0.3261146201
504	0.3261142241
505	0.3260271541
506	0.3260266548
507	0.3259577291
508	0.3259075717
509	0.3258468023
510	0.3257741115
511	0.3256762085
512	0.3256710029
513	0.3255174225
514	0.3254536522
515	0.3253748046
516	0.3252866252
517	0.325240219
518	0.3251905981
519	0.3250979607
520	0.3250220169
521	0.324966354
522	0.3248969588
523	0.3248831316
524	0.3247832324
525	0.3247181193
526	0.3246496009
527	0.3245741071
528	0.3245079501
529	0.3244366958
530	0.3244329097
531	0.3243775279
532	0.3243236013
533	0.3242156537
534	0.3241497919
535	0.3240979579
536	0.3240575137
537	0.324022011
538	0.3239312352
539	0.3238805832
540	0.3238426215
541	0.323748087
542	0.3236755856
543	0.3235807533
544	0.3234625296
545	0.3233442674
546	0.3232899304
547	0.3231992002
548	0.3231269643
549	0.323072567
550	0.3230277325
551	0.3228971703
552	0.3228221137
553	0.3227306975
554	0.3226535278
555	0.3225590063
556	0.3225449371
557	0.3224339693
558	0.3223650909
559	0.3222965445
560	0.3222444844
561	0.322042651
562	0.322017384
563	0.3219242368
564	0.3218906083
565	0.3218097862
566	0.3217516008
567	0.3216802749
568	0.3216457056
569	0.3215403886
570	0.3214776739
571	0.321413857
572	0.3213615323
573	0.321310861
574	0.3212139785
575	0.3210812072
576	0.3210166433
577	0.3209765492
578	0.3208811101
579	0.3207865842
580	0.320708493
581	0.3206448641
582	0.3205827637
583	0.3205158271
584	0.3204449628
585	0.3203880995
586	0.3203704097
587	0.3203040246
588	0.3202436007
589	0.3201996761
590	0.3201657433
591	0.3200575807
592	0.3199825529
593	0.3199257364
594	0.3198755154
595	0.3198133594
596	0.3197050106
597	0.3195951766
598	0.3195311257
599	0.3194856051
600	0.3194385437
601	0.319390268
602	0.3193394295
603	0.319281291
604	0.3192077219
605	0.3191585457
606	0.3191292438
607	0.3190481007
608	0.3189958262
609	0.3189196003
610	0.3188305661
611	0.3188256976
612	0.3187520484
613	0.3187150506
614	0.3186799935
615	0.3186160605
616	0.3185476353
617	0.3184910046
618	0.3184301066
619	0.3183614169
620	0.3182986576
621	0.3182449533
622	0.3181817611
623	0.3181252417
624	0.3179965332
625	0.3179551972
626	0.3178939248
627	0.3177972718
628	0.3177881904
629	0.3177307144
630	0.3176368198
631	0.3176031923
632	0.317558505
633	0.317497689
634	0.3174278803
635	0.3173666117
636	0.3173162204
637	0.3171869534
638	0.3171429482
639	0.3171257668
640	0.3170626021
641	0.3169966273
642	0.3169933421
643	0.3169447679
644	0.3168583625
645	0.3168213517
646	0.3167712229
647	0.3167379306
648	0.3166749942
649	0.3166006831
650	0.3165274473
651	0.3164552295
652	0.3164191757
653	0.3163891501
654	0.3163888913
655	0.3163490596
656	0.3163461916
657	0.3162969059
658	0.3162342133
659	0.3161621521
660	0.3160867983
661	0.3160328429
662	0.3159534473
663	0.3159375458
664	0.3159327987
665	0.3159027814
666	0.3158271361
667	0.3157669365
668	0.3156770652
669	0.3156334076
670	0.3155438221
671	0.3154950836
672	0.3154097276
673	0.3152998373
674	0.3152535927
675	0.3152072974
676	0.3151436645
677	0.3150514918
678	0.3149815811
679	0.3149355955
680	0.3148631797
681	0.3148124521
682	0.3148122656
683	0.3147375163
684	0.3146833098
685	0.3146423672
686	0.3145871182
687	0.31453218
688	0.3144916505
689	0.3144391914
690	0.3143730999
691	0.3143194096
692	0.3142823022
693	0.3142390666
694	0.3141686087
695	0.3141651439
696	0.3140966967
697	0.3140672597
698	0.3140108838
699	0.3139808605
700	0.3139345235
701	0.3138324394
702	0.3137935785
703	0.3137620772
704	0.3136936226
705	0.3136391502
706	0.3136008008
707	0.313559403
708	0.3134965076
709	0.3134362493
710	0.313373056
711	0.3133107191
712	0.313253394
713	0.3131979765
714	0.3131234913
715	0.3130241001
716	0.3129570284
717	0.3128949375
718	0.3128339144
719	0.3127711541
720	0.3127363823
721	0.312681556
722	0.3126374443
723	0.3125912867
724	0.3125820389
725	0.3125432234
726	0.312487809
727	0.3124077387
728	0.3123539771
729	0.3123486586
730	0.3123036931
731	0.3122601089
732	0.3121967854
733	0.3121582762
734	0.3120843683
735	0.3120589276
736	0.3119817457
737	0.3119172919
738	0.3118287718
739	0.3117619884
740	0.3117112878
741	0.3116408978
742	0.311611933
743	0.3115556352
744	0.3115069371
745	0.3114635331
746	0.3114033963
747	0.3113082692
748	0.3112157819
749	0.3112121095
750	0.3111596971
751	0.3111153581
752	0.3110754816
753	0.3110664577
754	0.311004433
755	0.3109454071
756	0.3108736718
757	0.3107948188
758	0.3107441699
759	0.3106586422
760	0.3106029814
761	0.3105657072
762	0.3105187292
763	0.3104590695
764	0.3104257371
765	0.3103105877
766	0.310310375
767	0.3102323206
768	0.3101800251
769	0.3101317
770	0.3100882464
771	0.3099756768
772	0.3099231971
773	0.3098471552
774	0.3097696061
775	0.3097304361
776	0.3096556821
777	0.3096158195
778	0.3095264047
779	0.3094531681
780	0.3092354313
781	0.3091756342
782	0.3091113958
783	0.3090626276
784	0.3090246526
785	0.3089839908
786	0.308901593
787	0.3088225913
788	0.3087955842
789	0.3087163146
790	0.3086685259
791	0.308611358
792	0.3085506059
793	0.3085193654
794	0.3084918019
795	0.308440027
796	0.3083935268
797	0.3083280851
798	0.3082508162
799	0.308187447
800	0.3081277137
801	0.3080711364
802	0.308027922
803	0.3079295644
804	0.307891015
805	0.3078410872
806	0.3077874393
807	0.3076771595
808	0.3076705522
809	0.3076290576
810	0.3075505224
811	0.3075142807
812	0.3074375166
813	0.3074036914
814	0.3073416034
815	0.3073024522
816	0.3072315785
817	0.3072042558
818	0.3071677965
819	0.3070665772
820	0.3070251347
821	0.307025098
822	0.3069867105
823	0.3069524131
824	0.3069072509
825	0.3068672803
826	0.3068257665
827	0.3067804957
828	0.3067715206
829	0.3067364755
830	0.306734496
831	0.3066734538
832	0.3066350692
833	0.3065913401
834	0.3065220299
835	0.3064727499
836	0.3064351114
837	0.3063876592
838	0.3063484261
839	0.3062953147
840	0.3062661073
841	0.3062223762
842	0.3061787093
843	0.3061242419
844	0.3060478584
845	0.3060116813
846	0.3059628109
847	0.3059111683
848	0.3058507345
849	0.3057767972
850	0.3057515008
851	0.3057440196
852	0.3056671528
853	0.3056323014
854	0.3055687196
855	0.305486075
856	0.3054514014
857	0.3053904571
858	0.3053551748
859	0.3052747556
860	0.3052386357
861	0.3052285395
862	0.3051819384
863	0.3051794811
864	0.305101105
865	0.3050728818
866	0.3050350413
867	0.3049891546
868	0.3049453438
869	0.3048811312
870	0.3048741349
871	0.3048368427
872	0.3047986431
873	0.3047095804
874	0.3046534207
875	0.3046244448
876	0.3045881822
877	0.3045343163
878	0.304484021
879	0.3044284707
880	0.3043036659
881	0.3042705865
882	0.304232325
883	0.3042258442
884	0.3041645829
885	0.3041299107
886	0.3040822065
887	0.3040431669
888	0.3039933719
889	0.3039110827
890	0.3038949626
891	0.3038767679
892	0.3038236739
893	0.3037516311
894	0.3036924214
895	0.303635576
896	0.303575196
897	0.3035187356
898	0.3034824621
899	0.3034093519
900	0.3033604
901	0.3032942543
902	0.303240832
903	0.3031921099
904	0.3030912995
905	0.3029843818
906	0.3029391448
907	0.3028835648
908	0.3028433872
909	0.3028062096
910	0.3028010586
911	0.3027463036
912	0.3027085846
913	0.3026413718
914	0.3025783918
915	0.3025072122
916	0.3024553518
917	0.3023529388
918	0.3023050002
919	0.3022518378
920	0.3022040254
921	0.3021600324
922	0.3021026211
923	0.3020676886
924	0.302016079
925	0.3019390188
926	0.3018895937
927	0.3018324035
928	0.3017762546
929	0.3017455028
930	0.3017007526
931	0.3016454538
932	0.3015804621
933	0.3015283679
934	0.3015281823
935	0.301448065
936	0.3014149072
937	0.30137759
938	0.3013375921
939	0.3013096727
940	0.3013096548
941	0.3012569348
942	0.3012103264
943	0.3011568442
944	0.3010938757
945	0.3010423596
946	0.300993199
947	0.3009531749
948	0.3009096179
949	0.300859446
950	0.300832178
951	0.3007954616
952	0.3007513351
953	0.300707435
954	0.3006515269
955	0.3006095481
956	0.3005895574
957	0.3005235178
958	0.3005002883
959	0.3004283663
960	0.3003970161
961	0.3003554708
962	0.3003350715
963	0.3002877147
964	0.3002305665
965	0.3001934123
966	0.3001391124
967	0.3001035679
968	0.3000519537
969	0.2999977607
970	0.299956295
971	0.2999060442
972	0.2998634229
973	0.2998192086
974	0.2997710677
975	0.2997274511
976	0.2996909563
977	0.2996450766
978	0.2995851946
979	0.29954934
980	0.2994776322
981	0.2994711665
982	0.299418557
983	0.2993641802
984	0.2993201852
985	0.2992636387
986	0.2992070607
987	0.2991726122
988	0.2991446168
989	0.2991141418
990	0.2991003619
991	0.299061348
992	0.2989964157
993	0.2989611879
994	0.2989200496
995	0.2988450327
996	0.2988096231
997	0.2987236701
998	0.2986937786
999	0.2986453222
