iter	Logloss
117	0.3663049068
118	0.3661901904
119	0.3660597599
120	0.3650622253
121	0.3649439707
122	0.3647252745
123	0.3645518994
124	0.3644407932
125	0.3642713204
126	0.3641223687
127	0.3639299035
128	0.36381016
129	0.3635931929
130	0.3635816054
131	0.3635762138
132	0.3635183614
133	0.3634162991
134	0.3633415391
135	0.3632510884
136	0.3631111777
137	0.3629626389
138	0.3628151039
139	0.3625992895
140	0.3624561696
141	0.3623052663
142	0.3622111556
143	0.3621134296
144	0.3619195502
145	0.3617723075
146	0.3616109376
147	0.3614811688
148	0.3613803561
149	0.3610357355
150	0.3609596837
151	0.3607685941
152	0.3606273506
153	0.3605322816
154	0.3603678548
155	0.3602057366
156	0.3601894325
157	0.3600392256
158	0.3599135695
159	0.3598802826
160	0.3597459504
161	0.3595577421
162	0.3594965495
163	0.3593905279
164	0.3593085834
165	0.3591734742
166	0.3591423291
167	0.3590567551
168	0.3589256444
169	0.3587477842
170	0.3586476536
171	0.3584765183
172	0.3583950225
173	0.3583084344
174	0.35822408
175	0.3581046356
176	0.3579195631
177	0.3578491205
178	0.3578477628
179	0.3576741847
180	0.3575681173
181	0.3574525592
182	0.3573700563
183	0.3572691452
184	0.357150194
185	0.3571048181
186	0.3569725574
187	0.3568830303
188	0.3567603115
189	0.3566533494
190	0.3565758203
191	0.3565541772
192	0.3564525201
193	0.35627953
194	0.356162421
195	0.3560606225
196	0.355954019
197	0.3558884594
198	0.3557974003
199	0.3555760254
200	0.3554808424
201	0.3553637391
202	0.355335736
203	0.3552085875
204	0.3550721052
205	0.3549677475
206	0.3548672768
207	0.3547485861
208	0.3546871511
209	0.3545997286
210	0.3545857671
211	0.3545770692
212	0.3545190724
213	0.3544664271
214	0.3543690995
215	0.3543541218
216	0.3542156904
217	0.3541783453
218	0.3540949636
219	0.3539850446
220	0.3539059107
221	0.3537972734
222	0.35364547
223	0.3535720713
224	0.35357202
225	0.353561236
226	0.3534712165
227	0.3533969684
228	0.3532668706
229	0.3531155986
230	0.3529413745
231	0.3528663894
232	0.3527915386
233	0.3527030307
234	0.3525916756
235	0.3525539787
236	0.3524541892
237	0.3523277532
238	0.3522144821
239	0.3521544478
240	0.3520907566
241	0.3519926691
242	0.3518948896
243	0.351808186
244	0.3516898329
245	0.3516183565
246	0.3516103695
247	0.3515227333
248	0.3515044965
249	0.3513898694
250	0.3513133067
251	0.3511654747
252	0.3510794139
253	0.3509548326
254	0.3508607072
255	0.3507609841
256	0.3507546357
257	0.3506949811
258	0.3506656864
259	0.3506012706
260	0.3505044658
261	0.3503796092
262	0.3503125408
263	0.3502146035
264	0.3500965038
265	0.3499932571
266	0.3499409552
267	0.3498341455
268	0.3496933876
269	0.3496213743
270	0.3495488211
271	0.349466244
272	0.3493859312
273	0.3492862511
274	0.3491676424
275	0.3490457049
276	0.3489530727
277	0.3488888525
278	0.3487944496
279	0.348685197
280	0.3486111689
281	0.3484826211
282	0.3484176114
283	0.3483479591
284	0.3483120975
285	0.348201999
286	0.3481287808
287	0.3480230717
288	0.3479526726
289	0.3479234985
290	0.3478265605
291	0.3477011977
292	0.3476418149
293	0.3475750777
294	0.3475145287
295	0.3474506576
296	0.3473348046
297	0.347296224
298	0.3472362945
299	0.3471182078
300	0.347081491
301	0.347057416
302	0.3469572687
303	0.3469130209
304	0.3468776149
305	0.3468210113
306	0.3466827859
307	0.3466101597
308	0.3465396886
309	0.3464201398
310	0.3463589095
311	0.3462844272
312	0.3461451925
313	0.3461012689
314	0.3460919377
315	0.3460430735
316	0.3459172718
317	0.3458397483
318	0.3457262353
319	0.34564362
320	0.3455756887
321	0.3454860254
322	0.3453857976
323	0.345350923
324	0.3452712085
325	0.3452057522
326	0.3451161311
327	0.3450268892
328	0.3449400754
329	0.3448450591
330	0.3448423333
331	0.3447819916
332	0.3447356293
333	0.344674503
334	0.3446191102
335	0.3445375956
336	0.3444805351
337	0.344391358
338	0.3442789556
339	0.3441889345
340	0.3441330931
341	0.3440600488
342	0.3440118801
343	0.3439301127
344	0.3438298592
345	0.3437655265
346	0.3436950179
347	0.3436085816
348	0.3435354929
349	0.3434958644
350	0.343462492
351	0.3433976018
352	0.3433160994
353	0.3432478757
354	0.343178587
355	0.3431033099
356	0.3430205409
357	0.3429580958
358	0.3428936321
359	0.3428237824
360	0.3428072343
361	0.3427595544
362	0.3426525531
363	0.3425748522
364	0.3425245324
365	0.3424386982
366	0.3423728268
367	0.3423010595
368	0.3421906792
369	0.3421062199
370	0.3420342225
371	0.3419871834
372	0.3419844517
373	0.341929111
374	0.3418717746
375	0.3418446683
376	0.3417936084
377	0.3417645114
378	0.3416976494
379	0.3416328082
380	0.3415672948
381	0.3415015633
382	0.3414425405
383	0.3413575144
384	0.3412669248
385	0.3411796961
386	0.341174889
387	0.341070152
388	0.3410359911
389	0.3409758768
390	0.3408570708
391	0.3408377751
392	0.3407508472
393	0.3406679433
394	0.3405711904
395	0.3404809105
396	0.3404152995
397	0.3403430155
398	0.3403429642
399	0.3403023465
400	0.340280682
401	0.3401413171
402	0.3400351222
403	0.339980417
404	0.3399326901
405	0.3397968315
406	0.3397310704
407	0.3396405777
408	0.3396363147
409	0.3395711708
410	0.3395093198
411	0.3394780438
412	0.3394779403
413	0.3394136862
414	0.3393324736
415	0.3392667217
416	0.3392408479
417	0.3391201442
418	0.3391179779
419	0.339077018
420	0.33896713
421	0.3389035648
422	0.3388949411
423	0.3388397628
424	0.338777473
425	0.3387337475
426	0.3387062169
427	0.3387016439
428	0.3386533363
429	0.3385116564
430	0.3384675601
431	0.3383838302
432	0.3383274872
433	0.3382077471
434	0.3381206322
435	0.3380729294
436	0.3380130202
437	0.3379441695
438	0.3378611189
439	0.3378215021
440	0.3377604877
441	0.3377176918
442	0.3376271965
443	0.3375407907
444	0.3374914069
445	0.3374383211
446	0.3373818678
447	0.3373366814
448	0.3372972234
449	0.3372677058
450	0.3372115483
451	0.3371472372
452	0.337070147
453	0.3369937155
454	0.3369312704
455	0.3368502424
456	0.3367910792
457	0.3367251736
458	0.3366733236
459	0.3366508102
460	0.3365834398
461	0.3365342922
462	0.3365036569
463	0.3364597275
464	0.3364256037
465	0.3363651802
466	0.336265205
467	0.3361801818
468	0.3361281028
469	0.3360501647
470	0.3360109745
471	0.3359302574
472	0.3358375042
473	0.335836733
474	0.3357516404
475	0.3356395153
476	0.335544118
477	0.3355324884
478	0.3354795797
479	0.3354541602
480	0.3354213092
481	0.3353651793
482	0.3352492337
483	0.3351661481
484	0.3351266105
485	0.3350714963
486	0.3350239077
487	0.3349798517
488	0.3349186505
489	0.3348881405
490	0.3348411672
491	0.3348006584
492	0.3346660254
493	0.3346066089
494	0.3345579171
495	0.33449249
496	0.334404024
497	0.3343648459
498	0.3342975841
499	0.3342850922
500	0.3342210489
501	0.3341591381
502	0.3341040608
503	0.3340361961
504	0.333977465
505	0.3339465216
506	0.3339032313
507	0.333837349
508	0.3337191206
509	0.3336787902
510	0.3336290959
511	0.3335689287
512	0.3335069336
513	0.3334616271
514	0.3334040195
515	0.3333746658
516	0.3333371809
517	0.3333030276
518	0.333302637
519	0.3331399851
520	0.3330995689
521	0.3330363118
522	0.3330336254
523	0.3329784132
524	0.3329149482
525	0.3328717653
526	0.3328210232
527	0.3327608528
528	0.3327089713
529	0.3326173109
530	0.332572688
531	0.3324253712
532	0.3323909286
533	0.3323377905
534	0.3322964542
535	0.3322230107
536	0.3321749469
537	0.3321197632
538	0.332071891
539	0.3320411416
540	0.3320242299
541	0.332007032
542	0.3319653876
543	0.3318986802
544	0.3318585761
545	0.331807808
546	0.331515257
547	0.3314632693
548	0.3314079986
549	0.3313227909
550	0.3312581392
551	0.3312098995
552	0.3311559266
553	0.3310678105
554	0.3310122557
555	0.3309630572
556	0.3309106445
557	0.3308853189
558	0.3308066577
559	0.3307416576
560	0.3306951189
561	0.3306538537
562	0.3306021573
563	0.3305399238
564	0.3305347829
565	0.3305328922
566	0.3304235546
567	0.3303499893
568	0.3302946704
569	0.3302605199
570	0.33022285
571	0.330165491
572	0.3301203587
573	0.330043087
574	0.3299920645
575	0.32999181
576	0.3299143729
577	0.3298293162
578	0.3298256759
579	0.329752266
580	0.3297142789
581	0.3296251913
582	0.3296156219
583	0.3295497088
584	0.3294887805
585	0.3294871803
586	0.3294672556
587	0.3294041801
588	0.3293144497
589	0.3292136204
590	0.3291872695
591	0.3291532351
592	0.3291027849
593	0.3290016773
594	0.3289288397
595	0.3288673422
596	0.3287836832
597	0.3287262905
598	0.3286353572
599	0.3285830781
600	0.3285216673
601	0.3284874516
602	0.3284614106
603	0.3283960098
604	0.3283335887
605	0.3282771713
606	0.3282257694
607	0.3281724902
608	0.3281191115
609	0.3280722048
610	0.3280061053
611	0.3279644287
612	0.3278968323
613	0.3278330588
614	0.3277554691
615	0.3276886774
616	0.3276363868
617	0.3275937035
618	0.3275357059
619	0.3274761529
620	0.3274608454
621	0.3274216116
622	0.3273823826
623	0.3273550516
624	0.3273214404
625	0.3273211333
626	0.3272632902
627	0.3272358773
628	0.327233678
629	0.327188195
630	0.3271464953
631	0.3270929486
632	0.327089566
633	0.3270170422
634	0.326972075
635	0.3269238345
636	0.3268789591
637	0.3268287536
638	0.3267643111
639	0.326712088
640	0.3266236845
641	0.3265919975
642	0.3265623257
643	0.3265078635
644	0.3264499667
645	0.3264080411
646	0.3263464057
647	0.326282665
648	0.3261401618
649	0.3261377241
650	0.326100904
651	0.3259780182
652	0.325911075
653	0.3258511719
654	0.3258459972
655	0.3258459923
656	0.3257643368
657	0.3257116967
658	0.3256223938
659	0.3255980567
660	0.3255615153
661	0.3255201226
662	0.3254435086
663	0.3253963506
664	0.3253846641
665	0.3253670877
666	0.325361645
667	0.3253178293
668	0.3252952449
669	0.3252420458
670	0.3251941554
671	0.3251231558
672	0.3251078462
673	0.3250764694
674	0.3250201491
675	0.324953146
676	0.3249025414
677	0.3249004702
678	0.3248568192
679	0.3248151907
680	0.3247665763
681	0.3246964103
682	0.3246101645
683	0.3245600943
684	0.3245104644
685	0.3244652513
686	0.3243918594
687	0.3242428125
688	0.3241990917
689	0.324198946
690	0.3241206364
691	0.3240848062
692	0.3240284818
693	0.3240071903
694	0.3239864533
695	0.3239438275
696	0.3238962142
697	0.323849749
698	0.3237761906
699	0.323740562
700	0.3236714253
701	0.3236035385
702	0.3235212845
703	0.3234888891
704	0.323442512
705	0.3234042305
706	0.3234008278
707	0.3233592701
708	0.3233073159
709	0.3232652647
710	0.3232406022
711	0.323234301
712	0.323194891
713	0.3231474971
714	0.3230864857
715	0.3230495712
716	0.3230409377
717	0.3229735005
718	0.3229378818
719	0.3229088556
720	0.3228548472
721	0.3228532924
722	0.3227862826
723	0.3227366279
724	0.3226858333
725	0.3226315661
726	0.3225981538
727	0.3225596352
728	0.3225119267
729	0.322444798
730	0.3223547316
731	0.3222892187
732	0.3222555852
733	0.3222061145
734	0.322150049
735	0.3221031479
736	0.3220735531
737	0.3220556839
738	0.3220241862
739	0.3219543284
740	0.3218945387
741	0.3218608705
742	0.3218091187
743	0.3217735164
744	0.3217492256
745	0.3217168257
746	0.3217127167
747	0.3216516992
748	0.3216084437
749	0.3215739524
750	0.321572344
751	0.3215422742
752	0.3214946715
753	0.3214396002
754	0.3214392605
755	0.3213870477
756	0.3213160944
757	0.3212627585
758	0.3211658327
759	0.3211055973
760	0.3211053372
761	0.3209886858
762	0.3209386123
763	0.320938264
764	0.3208870155
765	0.3208565647
766	0.3207945511
767	0.3207599211
768	0.320713774
769	0.3206631916
770	0.3206475444
771	0.3206056361
772	0.3205476472
773	0.3204994392
774	0.3204974146
775	0.3204646861
776	0.3204231075
777	0.320379213
778	0.3203726929
779	0.3203267214
780	0.3203037009
781	0.3202609248
782	0.3202300126
783	0.3201787184
784	0.320137502
785	0.3201285813
786	0.3200943708
787	0.320056277
788	0.3199697391
789	0.3199078002
790	0.3197927245
791	0.3197430427
792	0.3197112501
793	0.3196797556
794	0.319670512
795	0.3196704094
796	0.319605484
797	0.3195521985
798	0.3194914643
799	0.3194412407
800	0.3193993964
801	0.3193813699
802	0.3193444329
803	0.3192929757
804	0.3192194557
805	0.3191474324
806	0.319137189
807	0.3190655153
808	0.3190307564
809	0.318974128
810	0.3189262587
811	0.3188620185
812	0.3188026895
813	0.3187594655
814	0.318704905
815	0.318665883
816	0.3186355396
817	0.3186036348
818	0.3185480673
819	0.318502411
820	0.3184307277
821	0.3183876873
822	0.3183249835
823	0.3182787835
824	0.3182773431
825	0.3182373487
826	0.3182365547
827	0.3182026832
828	0.318197547
829	0.3181516597
830	0.3181513284
831	0.3181120569
832	0.3180644897
833	0.3180309725
834	0.3179875399
835	0.3179160535
836	0.3178929663
837	0.3178613901
838	0.3178198702
839	0.3177683918
840	0.3177277364
841	0.3176679067
842	0.3176470704
843	0.3175884243
844	0.317531895
845	0.3175043494
846	0.3174785674
847	0.3174505565
848	0.317403256
849	0.3174013826
850	0.3173705766
851	0.3173303664
852	0.3172925151
853	0.3172543691
854	0.3172114408
855	0.3171708999
856	0.3171264427
857	0.3171251205
858	0.3170773808
859	0.317026717
860	0.3169861497
861	0.316928368
862	0.3169282466
863	0.3168872959
864	0.3168243368
865	0.316781499
866	0.316728407
867	0.3166891175
868	0.3166216697
869	0.3165611474
870	0.3165348611
871	0.3164854462
872	0.3164198913
873	0.3163347814
874	0.3162355803
875	0.3161936945
876	0.3161662042
877	0.3161156025
878	0.3161129176
879	0.3160520778
880	0.3159681785
881	0.3159467848
882	0.3159054419
883	0.3158616936
884	0.3158526266
885	0.3157874377
886	0.3157616399
887	0.3157358874
888	0.3156870866
889	0.3156623607
890	0.3156006433
891	0.3155623442
892	0.3155275879
893	0.3154942989
894	0.3154610402
895	0.3154238972
896	0.3153491155
897	0.3153263946
898	0.3152916401
899	0.3152341586
900	0.3152034387
901	0.315158547
902	0.3151252866
903	0.3150830244
904	0.3150317801
905	0.3149952116
906	0.3149622626
907	0.3149201402
908	0.3149172774
909	0.3148575473
910	0.3148106682
911	0.314778482
912	0.3147164778
913	0.314673358
914	0.314629388
915	0.3145995025
916	0.3145516297
917	0.3145069338
918	0.3144305988
919	0.3144035884
920	0.3143558858
921	0.3143184534
922	0.314278804
923	0.3141997918
924	0.3141682647
925	0.3141527601
926	0.3141331155
927	0.3140787795
928	0.3139914524
929	0.313989685
930	0.31394096
931	0.3138848716
932	0.3138403112
933	0.3138064759
934	0.3137575993
935	0.3137197409
936	0.3136816275
937	0.3136350354
938	0.3135882207
939	0.3135540328
940	0.3135334118
941	0.3135040371
942	0.3133836136
943	0.313342732
944	0.3133082088
945	0.3132754803
946	0.3132278779
947	0.3132074312
948	0.3131602548
949	0.3131190689
950	0.3131047339
951	0.3130693778
952	0.3130073584
953	0.3129699447
954	0.3129435855
955	0.3129433649
956	0.3129143848
957	0.3128734204
958	0.3128620765
959	0.3128181494
960	0.3127631871
961	0.3127241915
962	0.31266704
963	0.3126338679
964	0.3126022498
965	0.3125685625
966	0.3125200354
967	0.3124719042
968	0.312416053
969	0.3124152294
970	0.3123512249
971	0.3123227091
972	0.3122979687
973	0.3122670293
974	0.3122207627
975	0.3121657949
976	0.3121218908
977	0.3121021592
978	0.3120641248
979	0.3120126425
980	0.3119595864
981	0.3119390779
982	0.311895018
983	0.3118656233
984	0.3118555062
985	0.311819798
986	0.3117862032
987	0.3117430564
988	0.311727248
989	0.3116687293
990	0.3116444552
991	0.3116083766
992	0.3115580123
993	0.3115110278
994	0.3114651231
995	0.3114001523
996	0.3113470278
997	0.3113456836
998	0.3112743647
999	0.3112437204
